mgi_symbol,hgnc_symbol
Fbxl16,FBXL16
Zfp872,ZNF709
Bcl9,BCL9
3110079O15Rik,SNORC
Csrnp3,CSRNP3
Krt76,KRT76
Scaf11,SCAF11
Cdo1,CDO1
Gmnn,GMNN
Uvrag,UVRAG
Lhx8,LHX8
Adgrf1,ADGRF1
Akr1c21,AKR1C1
Akr1c21,AKR1C2
Akr1c21,AKR1C3
Eif1b,EIF1B
Thsd1,THSD1
Olfm1,OLFM1
Slc16a3,SLC16A3
Gc,GC
Olfr1170,OR5D13
Coq6,COQ6
Puf60,PUF60
Unc79,UNC79
Fcgr4,FCGR3A
Fcgr4,FCGR3B
Pomp,POMP
Caskin1,CASKIN1
Tgfbr2,TGFBR2
Pdcd4,PDCD4
Dtnb,DTNB
Acsm5,ACSM5
Gramd2,GRAMD2A
Apln,APLN
N4bp1,N4BP1
Tmigd1,TMIGD1
Tatdn3,TATDN3
Serpina3f,SERPINA3
Ighv8-11,IGHV2-5
Ighv8-11,IGHV2-26
Ighv8-11,IGHV2-70D
Ighv8-11,IGHV2-70
Lfng,LFNG
Adamts15,ADAMTS15
Mrpl19,MRPL19
Spem1,SPEM1
Rsf1,RSF1
Hsfy2,HSFY1
Hsfy2,HSFY2
Trav5-1,TRAV13-1
Dctd,DCTD
Vars,VARS
Usp17lc,USP17L1
Usp17lc,USP17L4
Usp17lc,USP17L3
Usp17lc,USP17L8
Mtmr7,MTMR7
Arsk,ARSK
Fundc1,FUNDC1
B4galt3,B4GALT3
Fosl2,FOSL2
Pik3c2b,PIK3C2B
Tmem44,TMEM44
Ik,IK
Psmb6,PSMB6
Sned1,SNED1
Ccnb1,CCNB1
Amd1,AMD1
Mastl,MASTL
Cd244,CD244
Stap1,STAP1
Eva1a,EVA1A
Krtap8-1,KRTAP8-1
Epn1,EPN1
Prelp,PRELP
Ppa2,PPA2
Mad2l1,MAD2L1
Ppp1r12c,PPP1R12C
Rfesd,RFESD
Pml,PML
H3f3a,H3F3A
Tomm34,TOMM34
Stx19,STX19
Sh3bp5l,SH3BP5L
Sstr4,SSTR4
Ablim2,ABLIM2
Npm2,NPM2
Ddx19a,DDX19A
Smco3,SMCO3
Nudcd2,NUDCD2
March9,MARCH9
Rasal1,RASAL1
Alg11,ALG11
Ighv1-72,IGHV1-24
Ighv1-72,IGHV1-69
Ighv1-72,IGHV1-69-2
Ighv1-72,IGHV1-69D
Ano6,ANO6
Nckipsd,NCKIPSD
Rtl6,RTL6
Gucy2e,GUCY2D
Olfr1309,OR4F15
Itgb2,ITGB2
Gpcpd1,GPCPD1
Gjd2,GJD2
Ccdc69,CCDC69
Agmo,AGMO
Rpl6,RPL6
Eef2kmt,FAM86C1
Sptbn4,SPTBN4
Cd200r2,CD200R1L
Cd200r2,CD200R1
Dupd1,DUPD1
Brd3,BRD3
Rc3h1,RC3H1
Pou3f3,POU3F3
Nrros,NRROS
Tigit,TIGIT
Sh2d1b2,SH2D1B
Slc24a3,SLC24A3
Cldn23,CLDN23
Adamts18,ADAMTS18
Ccnl2,CCNL2
Rlbp1,RLBP1
Gpr82,GPR82
Vmn1r17,VN1R5
Mef2c,MEF2C
Tradd,TRADD
Kcnj9,KCNJ9
G6pdx,G6PD
Slc35e4,SLC35E4
Rps3,RPS3
Gm8773,FAM237B
Cfap61,CFAP61
Slc6a13,SLC6A13
Lrp2,LRP2
Cxcr5,CXCR5
Ppargc1a,PPARGC1A
Tdpoz5,SPOP
Ccnyl1,CCNYL1
Ttc28,TTC28
Rundc1,RUNDC1
Tceal6,TCEAL5
Asgr1,ASGR1
Olfr1218,OR4C15
Agr2,AGR2
Znrf1,ZNRF1
Naip6,NAIP
4930578C19Rik,CXorf36
Fam118a,FAM118A
Olfr1389,OR2Y1
Chpf2,CHPF2
Vsig8,VSIG8
St3gal5,ST3GAL5
1700017B05Rik,C15orf39
Marveld2,MARVELD2
Akr1cl,AKR1C1
Akr1cl,AKR1C2
Akr1cl,AKR1C3
Pcnx4,PCNX4
Olfr868,OR7E24
Hnrnpa2b1,HNRNPA2B1
B4galt2,B4GALT2
Dusp12,DUSP12
Tceal7,TCEAL7
Map4k1,MAP4K1
Olfr195,OR5K3
Serpina1c,SERPINA1
Olfr930,OR8D1
Lpxn,LPXN
1700003E16Rik,C2orf81
Gm10024,KRTAP12-3
Gm10024,KRTAP12-2
Gm10024,KRTAP12-1
Ankrd46,ANKRD46
Glt8d1,GLT8D1
Arhgef19,ARHGEF19
Gif,GIF
Ubiad1,UBIAD1
Tmprss11f,TMPRSS11F
Ampd2,AMPD2
Pla2g5,PLA2G5
Rngtt,RNGTT
Tmem242,TMEM242
Tbcel,TBCEL
Ddc,DDC
Xpnpep2,XPNPEP2
Glipr1,GLIPR1
Capn5,CAPN5
Trmt13,TRMT13
Olfr1201,OR4C11
Fam49a,FAM49A
Hus1,HUS1
Rbm34,RBM34
Igf2bp2,IGF2BP2
Tmem138,TMEM138
Isoc2a,ISOC2
Fam240a,FAM240A
Olfr76,OR5A1
Olfr1116,OR10AG1
Sult2a8,SULT2A1
Ndufb2,NDUFB2
Tmem135,TMEM135
Capn8,CAPN8
Taf4,TAF4
Olfr1199,OR4C16
Slc15a4,SLC15A4
Rap1a,RAP1A
Eif3j2,EIF3J
Ypel1,YPEL1
Irx2,IRX2
Olfr828,OR7G2
Matn1,MATN1
Ube2cbp,UBE3D
Vps37b,VPS37B
Actg1,ACTG1
Tns2,TNS2
Th,TH
Ccdc159,CCDC159
Ecsit,ECSIT
Smtnl2,SMTNL2
Ddx6,DDX6
Gm5483,CSTA
Tnfsf18,TNFSF18
Orc5,ORC5
Sbk3,SBK3
Lgals4,LGALS4
B4galnt2,B4GALNT2
Ncam1,NCAM1
Olfr111,OR5V1
Slc39a4,SLC39A4
Nfil3,NFIL3
Dact2,DACT2
Krtdap,KRTDAP
Trav7-4,TRAV12-1
Trav7-4,TRAV12-2
Selplg,SELPLG
AW549877,C5orf51
Hectd3,HECTD3
Inip,INIP
Rad51b,RAD51B
Fam207a,FAM207A
Ptpn9,PTPN9
D17Wsu92e,C6orf106
Cited4,CITED4
Clip1,CLIP1
Cntnap5c,CNTNAP5
Cyp7a1,CYP7A1
Shisa9,SHISA9
Fuom,FUOM
Trp53i11,TP53I11
Rprd1a,RPRD1A
Orm1,ORM1
Orm1,ORM2
Kctd3,KCTD3
Hars2,HARS2
Socs2,SOCS2
Ighv8-4,IGHV2-5
Ighv8-4,IGHV2-26
Ighv8-4,IGHV2-70D
Ighv8-4,IGHV2-70
Olfr576,OR51A7
Dlx5,DLX5
Ccdc93,CCDC93
Utp23,UTP23
Cd55b,CD55
Zc3h12d,ZC3H12D
St8sia2,ST8SIA2
Gkn1,GKN1
Nupr1,NUPR1
Ryr1,RYR1
Ppp1ca,PPP1CA
Pno1,PNO1
4930402K13Rik,FAM47A
4930402K13Rik,FAM47B
Eif2b3,EIF2B3
Pacs2,PACS2
Parva,PARVA
Pik3c2a,PIK3C2A
Ubc,UBC
Tmem183a,TMEM183A
Mdga1,MDGA1
Tmem50a,TMEM50A
Eno1b,ENO1
Rsph10b,RSPH10B2
1700007K13Rik,C9orf116
Qrich1,QRICH1
Dmc1,DMC1
Rtraf,RTRAF
Elane,ELANE
Olfr1052,OR5J2
Cttn,CTTN
Slc12a4,SLC12A4
Sdk1,SDK1
Gen1,GEN1
Rnf187,RNF187
Cdca5,CDCA5
8030474K03Rik,CXorf49
8030474K03Rik,CXorf49B
Cpped1,CPPED1
Olfr1355,OR7A5
Olfr1355,OR7A10
Olfr1355,OR7A17
Olfr104-ps,OR12D2
Olfr104-ps,OR12D1
Olfr287,OR10AD1
Srebf2,SREBF2
Vmn1r18,VN1R5
Psmb10,PSMB10
Prf1,PRF1
Olfr1248,OR4A16
Cth,CTH
Snapc2,SNAPC2
Lipo2,LIPJ
Stpg3,STPG3
Utp6,UTP6
Smarca5,SMARCA5
Pcid2,PCID2
Ptbp3,PTBP3
Cpq,CPQ
Gosr1,GOSR1
Gm9507,KRTAP10-12
Gm9507,KRTAP10-8
Gm9507,KRTAP10-5
Gm9507,KRTAP10-1
Gm9507,KRTAP10-9
Gm9507,KRTAP10-11
Gm9507,KRTAP10-2
Gm9507,KRTAP10-7
Gm9507,KRTAP10-4
Gm9507,KRTAP10-6
Gm9507,KRTAP10-10
Gm9507,KRTAP10-3
Kif11,KIF11
Lrit3,LRIT3
Pgp,PGP
Gm2a,GM2A
Prom2,PROM2
Armh1,ARMH1
Bpi,BPI
Bst1,BST1
Atp10b,ATP10B
Pld5,PLD5
Sirpb1c,SIRPB1
Olfr166,OR2L13
Akr1d1,AKR1D1
Acvr2b,ACVR2B
Bbs10,BBS10
Aurkb,AURKB
Zmat4,ZMAT4
Tmem192,TMEM192
Olfr330,OR2T4
Olfr330,OR2T5
Olfr330,OR2T29
Spag9,SPAG9
Setd1b,SETD1B
Gm45826,SPAG11B
Gm45826,SPAG11A
Lyl1,LYL1
C1qtnf2,C1QTNF2
Inafm1,INAFM1
Serpine1,SERPINE1
Prrc1,PRRC1
Dtd1,DTD1
Lcn3,LCN1
Slc39a14,SLC39A14
Ush1g,USH1G
Tmem178,TMEM178A
Gabrg1,GABRG1
Hsf2bp,HSF2BP
Mospd3,MOSPD3
Trav3n-3,TRAV5
Sco2,SCO2
Prcc,PRCC
Cdc14b,CDC14B
Adprh,ADPRH
Plac1,PLAC1
Ap3s1,AP3S1
Olfr292,OR14C36
Oas1e,OAS1
Ndufaf1,NDUFAF1
Camkk2,CAMKK2
Rab40b,RAB40AL
Rab40b,RAB40B
Rab40b,RAB40A
Cyp27a1,CYP27A1
Pbx1,PBX1
Hnrnph2,HNRNPH2
Rbp3,RBP3
Smox,SMOX
B3galt2,B3GALT2
Lgr6,LGR6
Vhl,VHLL
Tmod1,TMOD1
Pcdhb19,PCDHB12
Pcdhb19,PCDHB11
Dgka,DGKA
Btc,BTC
Cfhr2,CFH
Fbln1,FBLN1
Arrdc5,ARRDC5
Hcar1,HCAR1
Kmt2e,KMT2E
Ddah1,DDAH1
Lrrd1,LRRD1
Hmgcll1,HMGCLL1
Olfr1045,OR8J3
Olfr1045,OR8J1
Wdr49,WDR49
Insc,INSC
Racgap1,RACGAP1
Parp9,PARP9
Nt5dc2,NT5DC2
Gpa33,GPA33
Npepl1,NPEPL1
Zfp646,ZNF646
Naa20,NAA20
Srl,SRL
Grrp1,FAM110D
Klk10,KLK10
Dctn2,DCTN2
Tctn3,TCTN3
Slirp,SLIRP
Mtmr1,MTMR1
Kmt2c,KMT2C
Pcyt1a,PCYT1A
Pcdhb9,PCDHB4
Stxbp6,STXBP6
Eif3f,EIF3F
Zfand6,ZFAND6
Dars2,DARS2
Mapkapk3,MAPKAPK3
Tprg,TPRG1
Pcnx2,PCNX2
Chid1,CHID1
Afg1l,AFG1L
Mcu,MCU
Dglucy,DGLUCY
Sv2b,SV2B
Ptprc,PTPRC
Erp29,ERP29
Rrs1,RRS1
Tsen15,TSEN15
Pitx2,PITX2
Eno1,ENO1
Ccdc81,CCDC81
Pet100,PET100
Scfd2,SCFD2
Try4,PRSS1
Try4,PRSS2
Mettl3,METTL3
Cyp2c37,CYP2C19
Cyp2c37,CYP2C9
Cyp2c37,CYP2C8
Plet1,PLET1
Smim4,SMIM4
Cps1,CPS1
Atad3a,ATAD3C
Atad3a,ATAD3B
Atad3a,ATAD3A
Olfr1032,OR5M3
Serpini1,SERPINI1
Itpripl2,ITPRIPL2
Smap2,SMAP2
Olfr1143,OR5W2
Aes,AES
Samd5,SAMD5
Ankrd35,ANKRD35
Slamf1,SLAMF1
D430042O09Rik,KIAA0556
Api5,API5
Serpini2,SERPINI2
Tstd2,TSTD2
Fkrp,FKRP
Fam212a,INKA1
Dpt,DPT
Rcsd1,RCSD1
Lck,LCK
Gm6588,CCDC121
Gm21876,SSX2B
Gm21876,SSX2
Gm21876,SSX7
Ttc16,TTC16
Zfp277,ZNF277
Dppa4,DPPA4
Cldn34c3,CLDN34
Mtr,MTR
Ackr4,ACKR4
Ect2l,ECT2L
Drd3,DRD3
Elk4,ELK4
Tmed8,TMED8
Ovgp1,OVGP1
Map3k2,MAP3K2
Ptprcap,PTPRCAP
Abhd17b,ABHD17B
Zfy2,ZFY
Opa3,OPA3
Gar1,GAR1
Pds5b,PDS5B
Zfp599,ZNF717
Snx2,SNX2
Upk1b,UPK1B
Sgcz,SGCZ
Cenpi,CENPI
Nr4a2,NR4A2
Dnhd1,DNHD1
Gpr157,GPR157
Olfr51,OR1C1
Stat5a,STAT5A
Flywch1,FLYWCH1
Naa35,NAA35
Plekha7,PLEKHA7
Wwc2,WWC2
Pcdhgc4,PCDHGC4
Impdh2,IMPDH2
Nudt16l1,NUDT16L1
Cwf19l1,CWF19L1
Setd7,SETD7
Vcpkmt,VCPKMT
Nicn1,NICN1
Ada,ADA
Fam107a,FAM107A
Shcbp1l,SHCBP1L
Pbrm1,PBRM1
Apela,APELA
Ppp1r15b,PPP1R15B
Rasgrp2,RASGRP2
Smc1a,SMC1A
Flcn,FLCN
Tceal9,TCEAL9
Tas2r138,TAS2R38
Gm3285,KRTAP10-12
Gm3285,KRTAP10-8
Gm3285,KRTAP10-5
Gm3285,KRTAP10-1
Gm3285,KRTAP10-9
Gm3285,KRTAP10-11
Gm3285,KRTAP10-2
Gm3285,KRTAP10-7
Gm3285,KRTAP10-4
Gm3285,KRTAP10-6
Gm3285,KRTAP10-10
Gm3285,KRTAP10-3
Csnk1d,CSNK1D
Vangl2,VANGL2
Zc3h15,ZC3H15
Fxyd4,FXYD4
Urad,URAD
Tas1r3,TAS1R3
Trav3-4,TRAV5
Mxra7,MXRA7
Chit1,CHIT1
Usp17ld,USP17L1
Usp17ld,USP17L4
Usp17ld,USP17L3
Usp17ld,USP17L8
Mn1,MN1
Klk6,KLK6
Tada1,TADA1
Dhcr24,DHCR24
Caprin2,CAPRIN2
Pomc,POMC
Fam83f,FAM83F
Gm6525,RPL36A-HNRNPH2
Gm6525,RPL36A
Selenon,SELENON
Tfrc,TFRC
Mynn,MYNN
Tipin,TIPIN
Cradd,CRADD
Wtip,WTIP
Afdn,AFDN
Stk33,STK33
Arl4c,ARL4C
Ankrd29,ANKRD29
,CCL19
Stoml2,STOML2
Kti12,KTI12
Dhfr,DHFR2
Vps51,VPS51
Gpr61,GPR61
Ndufv1,NDUFV1
Sis,SI
Dusp23,DUSP23
Olfr1051,OR8K5
Ahcyl1,AHCYL1
Myo3a,MYO3A
Atp1b2,ATP1B2
C330007P06Rik,CXorf56
Fam89a,FAM89A
Myo18a,MYO18A
Dapk1,DAPK1
Trav9n-3,TRAV8-1
Trav9n-3,TRAV8-3
Olfr177,OR5K3
Vmn1r16,VN1R5
Gab1,GAB1
Spta1,SPTA1
Wdr7,WDR7
Trp53rkb,TP53RK
Cfh,CFHR4
Sdf2l1,SDF2L1
Ube2g2,UBE2G2
Gm12845,KLF18
Lrrc4b,LRRC4B
Hoxc10,HOXC10
Cyp2c29,CYP2C19
Cyp2c29,CYP2C9
Cyp2c29,CYP2C8
Asah2,ASAH2
Asah2,ASAH2B
Pecam1,PECAM1
Ufc1,UFC1
Hspb7,HSPB7
Stx2,STX2
Slc7a8,SLC7A8
Tomm40l,TOMM40L
Lmo7,LMO7
Dopey2,DOPEY2
Golim4,GOLIM4
Fam120b,FAM120B
Cavin1,CAVIN1
Bcl2a1d,ST20
Bcl2a1d,BCL2A1
Med13,MED13
Pcdhgb5,PCDHGB5
Sh3gl1,SH3GL1
AW209491,C7orf25
Lpgat1,LPGAT1
Gm37596,SPOP
Spats2,SPATS2
Stk31,STK31
Frat1,FRAT1
Akap9,AKAP9
Dag1,DAG1
Lgals8,LGALS8
Spaca7,SPACA7
Ccdc17,CCDC17
Slc38a10,SLC38A10
Atp6v1g3,ATP6V1G3
Dnah8,DNAH8
Atxn7l2,ATXN7L2
Bcl7b,BCL7B
Fam120a,FAM120A
Ift140,IFT140
Gm35060,TEX51
Ces2a,CES2
Chil1,CHI3L1
Traf3ip2,TRAF3IP2
Tmed3,TMED3
Ncstn,NCSTN
F12,F12
Hoxc13,HOXC13
Crtc3,CRTC3
Wisp3,WISP3
Rras2,RRAS2
Sox7,SOX7
Gm9844,TMSB10
Lef1,LEF1
Dmtn,DMTN
Mdm1,MDM1
Psmg4,PSMG4
Akr1c14,AKR1C1
Akr1c14,AKR1C2
Akr1c14,AKR1C3
Exo5,EXO5
Atp1b1,ATP1B1
Nutm2,NUTM2G
Chd3,CHD3
Prss36,PRSS36
Epgn,EPGN
Rnd2,RND2
Rnasel,RNASEL
Cela1,CELA1
Gfap,GFAP
Marc2,MARC2
Rasl11a,RASL11A
Tfap4,TFAP4
Fbxo2,FBXO2
Rtcb,RTCB
Pnma1,PNMA1
Liph,LIPH
Phf20,PHF20
Dcaf12l1,DCAF12L1
Dcaf12l1,DCAF12L2
Ntng1,NTNG1
Optn,OPTN
Ecd,ECD
Il1rl2,IL1RL2
Cyp3a44,CYP3A5
Cyp3a44,CYP3A7
Cyp3a44,CYP3A7-CYP3A51P
Cyp3a44,CYP3A4
Cyp3a44,CYP3A43
Tefm,TEFM
Zfyve28,ZFYVE28
Olfr1510,OR10G2
Rps9,RPS9
Ccdc129,CCDC129
Cd72,CD72
Ighv11-2,IGHV3-7
Ighv11-2,IGHV3-30
Gng12,GNG12
Serpina3c,SERPINA3
AW554918,KIAA1328
Trim37,TRIM37
Pde4c,PDE4C
Cdk9,CDK9
Dio3,DIO3
Ubl7,UBL7
Parp1,PARP1
Fam19a2,FAM19A2
Lag3,LAG3
Fbxw9,FBXW9
Arhgap39,ARHGAP39
Pappa2,PAPPA2
Tspan31,TSPAN31
Nup88,NUP88
2010005H15Rik,CSTA
Smad2,SMAD2
Hcn1,HCN1
Kcng3,KCNG3
Oit1,FAM3D
Olfr31,OR2T1
Dusp27,DUSP27
Gm9040,CDC5L
Brinp3,BRINP3
Mobp,MOBP
Hpx,HPX
Swt1,SWT1
Ccnb3,CCNB3
Ivns1abp,IVNS1ABP
Stk39,STK39
Cnih3,CNIH3
Grm1,GRM1
Fhl2,FHL2
Kcnk15,KCNK15
Meis2,MEIS2
Lta,LTA
Tfb2m,TFB2M
Ifi211,MNDA
Gabrb1,GABRB1
Slc35b1,SLC35B1
Lipf,LIPF
Krt77,KRT77
Zfp488,ZNF488
C77080,KIAA1522
Cby1,CBY1
Slc35g3,SLC35G3
Slc35g3,SLC35G5
Trim58,TRIM58
Orc3,ORC3
Sp2,SP2
Hspb9,HSPB9
Clec4a1,CLEC4A
Polb,POLB
Paqr9,PAQR9
Nup43,NUP43
Vps25,VPS25
Mapk4,MAPK4
Acox1,ACOX1
Efs,EFS
Clk3,CLK3
Lmo4,LMO4
Syt3,SYT3
St7l,ST7L
Hrg,HRG
Pgpep1l,PGPEP1L
Mpv17,MPV17
Fam20b,FAM20B
Gpr156,GPR156
Fam241a,FAM241A
Olfr1452-ps1,OR5B3
Olfr173,OR5K1
Olfr173,OR5K2
Tet2,TET2
Ubxn7,UBXN7
M1ap,M1AP
Olfr77,OR7D4
Pdgfrl,PDGFRL
Haao,HAAO
Slc27a1,SLC27A1
Podxl,PODXL
Mettl18,METTL18
Mrpl58,MRPL58
Trbv13-2,TRBV10-1
Trbv13-2,TRBV10-2
Trbv13-2,TRBV10-3
Stx16,STX16
Stx16,STX16-NPEPL1
Gm3435,ERMARD
Gm9044,CDC5L
Nme8,NME8
Vdac3,VDAC3
Spred2,SPRED2
R3hdm2,R3HDM2
Asnsd1,ASNSD1
Ceacam1,PSG3
Ceacam1,PSG8
Ceacam1,PSG1
Ceacam1,PSG2
Ceacam1,PSG11
Ceacam1,PSG4
Ceacam1,PSG6
Ceacam1,PSG7
Ceacam1,PSG5
Grik3,GRIK3
1700123L14Rik,NUP50
Acss2,ACSS2
Trak1,TRAK1
Ier3ip1,IER3IP1
Gnat2,GNAT2
Fbxl3,FBXL3
Clca4b,CLCA4
Gjb5,GJB5
Lamb3,LAMB3
Sh2d1b1,SH2D1B
Stard5,STARD5
Wdsub1,WDSUB1
Iqch,IQCH
Tpbgl,TPBGL
Galr2,GALR2
Gad2,GAD2
Olfr926,OR8D2
Rpl41,RPL41
Krtap24-1,KRTAP24-1
Prr7,PRR7
Aacs,AACS
Gzmb,GZMB
Vcl,VCL
Olfr876,OR8B12
Olfr675,OR52E6
Olfr675,OR52E8
Fbxo33,FBXO33
Ccdc160,CCDC160
Phyhip,PHYHIP
Olfr1089,OR8K3
Ttc22,TTC22
Dnmt3c,DNMT3B
Neurod6,NEUROD6
Grk6,GRK6
Olfr1019,OR5AR1
Rbpms2,RBPMS2
Tbc1d17,TBC1D17
Scyl2,SCYL2
Smoc2,SMOC2
Cep162,CEP162
Nek2,NEK2
Rhd,RHD
Rhd,RHCE
Usf2,USF2
Homez,HOMEZ
Emcn,EMCN
Mfsd9,MFSD9
Cct3,CCT3
Siglec1,SIGLEC1
Cr2,CR2
Dnajb13,DNAJB13
Prpsap1,PRPSAP1
Zfp397,ZNF397
Gngt2,GNGT2
Gtpbp10,GTPBP10
Dvl1,DVL1
Zscan4-ps2,ZSCAN4
Actr6,ACTR6
Akr1c6,AKR1C1
Akr1c6,AKR1C2
Akr1c6,AKR1C3
Ackr1,ACKR1
Gimap8,GIMAP8
Wdr12,WDR12
Gzmd,GZMH
Crisp2,CRISP2
Tvp23b,TVP23B
Sell,SELL
Patl1,PATL1
AU040320,KIAA0319L
Arhgdib,ARHGDIB
Sult2a7,SULT2A1
Zfp2,ZFP2
Gm29289,RBMY1A1
Gm29289,RBMY1B
Gm29289,RBMY1D
Gm29289,RBMY1E
Gm29289,RBMY1F
Gm29289,RBMY1J
Krt1,KRT1
Cd22,CD22
Gm10272,KRTAP12-3
Gm10272,KRTAP12-2
Gm10272,KRTAP12-1
Ap2a2,AP2A2
Mepe,MEPE
Spop,SPOP
Dhx33,DHX33
Olfr584,OR52R1
Aars,AARS
Ccdc152,CCDC152
Pcdhb18,PCDHB10
Pcdhb18,PCDHB9
Phox2b,PHOX2B
Dzip3,DZIP3
Bin2,BIN2
Ccdc125,CCDC125
Olfr1238,OR4A16
Tmem89,TMEM89
Tlr5,TLR5
Cd70,CD70
Olfr1098,OR8H2
Olfr1098,OR8H3
Olfr1098,OR8H1
Nomo1,NOMO3
Nomo1,NOMO1
Prkar1b,PRKAR1B
Olfr1378,OR1C1
Tm7sf2,VPS51
Olfr1453,OR5B3
Selenom,SELENOM
Gimap5,GIMAP5
Gimap5,GIMAP1-GIMAP5
Olfr1431,OR5AN1
Atxn7,ATXN7
Tspan13,TSPAN13
Hsd17b10,HSD17B10
Anxa8,ANXA8
Anxa8,ANXA8L1
Tyw1,TYW1
Olfr228,OR8K3
9930012K11Rik,C8orf58
Gm5741,GNG14
Kif13b,KIF13B
Scx,SCX
Dhx9,DHX9
Hsd17b13,HSD17B13
Vamp2,VAMP2
Aplf,APLF
Apoc1,APOC1
Aoc1,AOC1
C7,C7
Olfr434,OR2A42
Olfr434,OR2A1
Ighv1-54,IGHV1-24
Ighv1-54,IGHV1-69
Ighv1-54,IGHV1-69-2
Ighv1-54,IGHV1-69D
Hcrtr2,HCRTR2
Adss,ADSS
Pcdhb8,PCDHB5
Gatm,GATM
Hspbap1,HSPBAP1
9030025P20Rik,ERMARD
Cfb,CFB
Atp6v0d2,ATP6V0D2
Klf9,KLF9
Safb2,SAFB2
Zfp445,ZNF445
Adgra2,ADGRA2
Ccl27,CCL27
Olfm3,OLFM3
Ago3,AGO3
Orc2,ORC2
Pip,PIP
Cd7,CD7
Relb,RELB
Dmp1,DMP1
Lat,LAT
Myg1,C12orf10
Prickle3,PRICKLE3
Cfap100,CFAP100
Mink1,MINK1
Slc39a5,SLC39A5
Zfp12,ZNF12
Sardh,SARDH
Usp17lb,USP17L1
Usp17lb,USP17L4
Usp17lb,USP17L3
Usp17lb,USP17L8
Lipo5,LIPJ
Neil2,NEIL2
Trem1,TREM1
Arhgap8,PRR5-ARHGAP8
Arhgap8,ARHGAP8
Adi1,ADI1
March3,MARCH3
C1qbp,C1QBP
Etl4,KIAA1217
Per2,PER2
Uhrf1,UHRF1
Cyp11a1,CYP11A1
Hic2,HIC2
Renbp,RENBP
Kras,KRAS
Slc22a16,SLC22A16
Usp12,USP12
Ccl22,CCL22
Eif1ax,EIF1AX
BC055324,C1orf112
Zfp672,ZNF672
Zfp628,ZNF628
Neurod2,NEUROD2
Rab37,RAB37
Artn,ARTN
Adh4,ADH4
Thrb,THRB
Ap1s1,AP1S1
Rnf139,RNF139
Ighv1-50,IGHV1-24
Ighv1-50,IGHV1-69
Ighv1-50,IGHV1-69-2
Ighv1-50,IGHV1-69D
Osgepl1,OSGEPL1
Ythdf2,YTHDF2
Kel,KEL
Zcchc13,ZCCHC13
Olfr1206,OR4C11
Cntn3,CNTN3
Tmem117,TMEM117
Map10,MAP10
Ucn,UCN
Sfmbt1,SFMBT1
P4ha2,P4HA2
Olfr1509,OR4E2
Vmn1r35,VN1R5
Ptov1,PTOV1
Rcor3,RCOR3
Ubxn10,UBXN10
Ankdd1a,ANKDD1A
Saraf,SARAF
Mmp8,MMP8
Gm10334,PRSS1
Gm10334,PRSS2
Uqcrc1,UQCRC1
Ralgps2,RALGPS2
Hoxc11,HOXC11
Fam71e1,FAM71E1
Ccr1,CCR1
Crbn,CRBN
Tpr,TPR
Pla2g4c,PLA2G4C
Bmp1,BMP1
N4bp2l2,N4BP2L2
Olfr855,OR7G2
Pop7,POP7
Frmd5,FRMD5
Clec4a4,CLEC4A
Lingo1,LINGO1
Olfr1246,OR4A16
Mul1,MUL1
Cd14,CD14
Fam133b,FAM133B
Zfp516,ZNF516
Pard3b,PARD3B
Olfr721-ps1,OR2T2
Olfr721-ps1,OR2T35
Map4k4,MAP4K4
Bend4,BEND4
Cdc26,CDC26
Pnkp,PNKP
Lpar3,LPAR3
Myo9a,MYO9A
Tas2r144,TAS2R40
Entpd5,ENTPD5
Eif4b,EIF4B
Gckr,GCKR
Tspan18,TSPAN18
Atp2b4,ATP2B4
Trav7n-5,TRAV12-1
Trav7n-5,TRAV12-2
Vps33b,VPS33B
Psmd6,PSMD6
Morc1,MORC1
Hhip,HHIP
Mbnl1,MBNL1
Trim11,TRIM11
Brf1,BRF1
Olfr447,OR2A25
Plxna4,PLXNA4
Ttc9b,TTC9B
Klk4,KLK4
Snrpa1,SNRPA1
Topaz1,TOPAZ1
Cldn14,CLDN14
Ccdc154,CCDC154
Pcdhb20,PCDHB14
Cnih4,CNIH4
Olfr979,OR10G4
Olfr979,OR10G9
Olfr979,OR10G8
Olfr979,OR10G7
Pola2,POLA2
1190005I06Rik,C16orf74
Tmem108,TMEM108
Mybpc2,MYBPC2
Oxct1,OXCT1
Fam187b,FAM187B
Rgs8,RGS8
Ibsp,IBSP
Akt1s1,AKT1S1
Tigd3,TIGD3
Utp14b,UTP14C
Utp14b,UTP14A
Abraxas1,ABRAXAS1
Sort1,SORT1
4930407I10Rik,C22orf46
Hcfc1,HCFC1
Flywch2,FLYWCH2
Prokr1,PROKR1
Mxi1,MXI1
Gm13298,FAM205A
Vipr2,VIPR2
Fndc7,FNDC7
Opn3,OPN3
Gm9495,POTEH
Gm9495,POTEI
Gm9495,POTEM
Gm9495,POTEJ
Gm9495,POTEG
Gm9495,POTEE
Prdm11,PRDM11
Itgb1bp2,ITGB1BP2
Il4i1,IL4I1
Yars,YARS
Btbd9,BTBD9
Tmem217,TMEM217
Rnf121,RNF121
Mrpl49,MRPL49
Ncr1,NCR1
Smarcad1,SMARCAD1
Mgrn1,MGRN1
Rnf115,RNF115
Chd9,CHD9
Kcnj11,KCNJ11
Mzt1,MZT1
Rgsl1,RGSL1
Tmem132b,TMEM132B
Ikbkg,IKBKG
